UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
World of Kuli ™,@DuniaKuli,2023-04-07T05:35:29.000Z,"World of Kuli ™
@DuniaKuli
·
Apr 7",,,18,299,"1,578",[],https://twitter.com/DuniaKuli/status/1644212275476336643
Farhan Kihamu Jr,@FKihamu,2023-04-13T05:55:06.000Z,"Farhan Kihamu Jr
@FKihamu
·
1h","Miaka miwili na miezi tisa, Alhamdulillah Mwamba asubuhi kuamshana ni vita ya tatu ya dunia. 

Machi 10, 2023 hii picha.",😀,32,20,801,[],https://twitter.com/FKihamu/status/1646391541143941120
Farhan Kihamu Jr,@FKihamu,2023-04-13T05:55:06.000Z,"Farhan Kihamu Jr
@FKihamu
·
1h","Miaka miwili na miezi tisa, Alhamdulillah Mwamba asubuhi kuamshana ni vita ya tatu ya dunia. 

Machi 10, 2023 hii picha.",😀,32,20,802,[],https://twitter.com/FKihamu/status/1646391541143941120
World of Kuli ™,@DuniaKuli,2023-04-09T04:09:45.000Z,"World of Kuli ™
@DuniaKuli
·
Apr 9",,,13,230,862,[],https://twitter.com/DuniaKuli/status/1644915479356805128
Sheen (ش),@PrisonerOfDunia,2023-04-10T14:24:28.000Z,"Sheen (ش)
@PrisonerOfDunia
·
Apr 10","Nowadays i see this kind of post on every islamic page on SM
Idk bt this is propaganda to create chaos b/w muslim men & women.
Wth if woman do all the kitchen stuff itself ?
Do u help ur man in his office work nd earn money? 
Ajeeb hi fitne chl gye hn.. ",,60,243,904,[],https://twitter.com/PrisonerOfDunia/status/1645432562754682880
Juru Gambar,@alvinxki,2023-04-10T08:33:41.000Z,"Juru Gambar
@alvinxki
·
Apr 10",Aku dan dunia kecilku,🦊 🐣,557,"3,486",30.4K,[],https://twitter.com/alvinxki/status/1645344284177235968
Farhan Kihamu Jr,@FKihamu,2023-04-13T05:55:06.000Z,"Farhan Kihamu Jr
@FKihamu
·
1h","Miaka miwili na miezi tisa, Alhamdulillah Mwamba asubuhi kuamshana ni vita ya tatu ya dunia. 

Machi 10, 2023 hii picha.",😀,32,20,805,[],https://twitter.com/FKihamu/status/1646391541143941120
Farhan Kihamu Jr,@FKihamu,2023-04-13T05:55:06.000Z,"Farhan Kihamu Jr
@FKihamu
·
1h","Miaka miwili na miezi tisa, Alhamdulillah Mwamba asubuhi kuamshana ni vita ya tatu ya dunia. 

Machi 10, 2023 hii picha.",😀,32,20,806,[],https://twitter.com/FKihamu/status/1646391541143941120
ᴥ︎,@aliaqilaaa,2023-04-11T23:48:47.000Z,"ᴥ︎
@aliaqilaaa
·
Apr 12","assalamualaikum semua, bagi sesiapa yang mengenali sahabat saya, Siti Najihah Bt Zulkifli telah kembali ke rahmatullah pada pagi tadi di bulan penuh mulia. Minta ampun salah silap arwah. kalau dia ada apa yg tak dilangsaikan minta dm saya. 

Rehatlah sahabat ku dunia akhirat",🤍,7,357,617,[],https://twitter.com/aliaqilaaa/status/1645936965370662913
World of Kuli ™,@DuniaKuli,2023-04-11T10:55:14.000Z,"World of Kuli ™
@DuniaKuli
·
Apr 11",Bukber kecil kecilan,,11,63,344,[],https://twitter.com/DuniaKuli/status/1645742296120569856
Morant^♧,@Xklobb_,2023-04-13T06:47:32.000Z,"Morant^♧
@Xklobb_
·
27m","""Toka nje sisi ni watu wakubwa hatuezi iba""",😂 💀 💔,3,10,14,[],https://twitter.com/Xklobb_/status/1646404736000700417
Demi Malaiu,@DemiMalaiu,2023-04-12T02:10:15.000Z,"Demi Malaiu
@DemiMalaiu
·
Apr 12","DNA orang Melayu adalah antara DNA tertua di dunia selepas DNA orang Afrika!

Perkara ini telah disahkan sendiri olh Prof. Madya Dr. Zafarina Zainuddin, Pengarah & Penyelidik  Biokimia di USM. Beliau merupakan pensyarah pertama di Malaysia dgn kelulusan PhD dlm DNA Forensik.",,23,435,930,[],https://twitter.com/DemiMalaiu/status/1645972569730981889
Baba Right,@BabaRight_,2023-04-12T06:38:42.000Z,"Baba Right
@BabaRight_
·
Apr 12",Apa nikama nilicheza my son ama watu hufanana,😂 😂 😂,38,132,"1,132",[],https://twitter.com/BabaRight_/status/1646040124122099712
World of Kuli ™,@DuniaKuli,2023-04-12T07:44:19.000Z,"World of Kuli ™
@DuniaKuli
·
23h","Mandor *pergi*

Aku:",,8,95,480,[],https://twitter.com/DuniaKuli/status/1646056638292561920
